1,-3.1878,55.9444,310,-3.1876071637170944,55.944170186667066,null
2,-3.1876071637170944,55.944170186667066,140,-3.18783697705003,55.94436302294997,thank.salsa.brain
3,-3.18783697705003,55.94436302294997,210,-3.1880967846711656,55.944213022949974,null
4,-3.1880967846711656,55.944213022949974,220,-3.1883265980041013,55.94402018666707,rush.crown.link
5,-3.1883265980041013,55.94402018666707,300,-3.1881765980041012,55.94376037904593,null
6,-3.1881765980041012,55.94376037904593,310,-3.1879837617211955,55.943530565713,scare.cubs.resort
7,-3.1879837617211955,55.943530565713,300,-3.1878337617211954,55.94327075809186,gums.clock.modes
8,-3.1878337617211954,55.94327075809186,30,-3.18757395410006,55.94342075809186,null
9,-3.18757395410006,55.94342075809186,40,-3.187344140767124,55.94361359437477,shut.stands.media
10,-3.187344140767124,55.94361359437477,50,-3.1871513044842184,55.9438434077077,renew.ears.tend
11,-3.1871513044842184,55.9438434077077,0,-3.186851304484218,55.9438434077077,null
12,-3.186851304484218,55.9438434077077,0,-3.186551304484218,55.9438434077077,null
13,-3.186551304484218,55.9438434077077,10,-3.186255862158314,55.943895502161006,null
14,-3.186255862158314,55.943895502161006,0,-3.185955862158314,55.943895502161006,teams.mild.played
15,-3.185955862158314,55.943895502161006,10,-3.18566041983241,55.94394759661431,manliness.poem.cliff
16,-3.18566041983241,55.94394759661431,60,-3.18551041983241,55.94420740423544,null
17,-3.18551041983241,55.94420740423544,50,-3.1853175835495042,55.94443721756838,acid.chair.butter
18,-3.1853175835495042,55.94443721756838,320,-3.1850877702165685,55.94424438128547,null
19,-3.1850877702165685,55.94424438128547,320,-3.184857956883633,55.944051545002566,null
20,-3.184857956883633,55.944051545002566,320,-3.184628143550697,55.94385870871966,rider.mile.lime
21,-3.184628143550697,55.94385870871966,260,-3.184680238003997,55.94356326639375,null
22,-3.184680238003997,55.94356326639375,260,-3.184732332457297,55.943267824067846,null
23,-3.184732332457297,55.943267824067846,270,-3.184732332457297,55.94296782406784,courier.assume.bill
24,-3.184732332457297,55.94296782406784,190,-3.185027774783201,55.94291572961454,null
25,-3.185027774783201,55.94291572961454,190,-3.185323217109105,55.94286363516124,null
26,-3.185323217109105,55.94286363516124,180,-3.185623217109105,55.94286363516124,null
27,-3.185623217109105,55.94286363516124,190,-3.185918659435009,55.942811540707936,null
28,-3.185918659435009,55.942811540707936,180,-3.186218659435009,55.942811540707936,under.retire.bump
29,-3.186218659435009,55.942811540707936,170,-3.186514101760913,55.94286363516124,null
30,-3.186514101760913,55.94286363516124,170,-3.1868095440868167,55.94291572961454,null
31,-3.1868095440868167,55.94291572961454,170,-3.1871049864127206,55.94296782406784,null
32,-3.1871049864127206,55.94296782406784,170,-3.1874004287386244,55.943019918521145,null
33,-3.1874004287386244,55.943019918521145,180,-3.1877004287386246,55.943019918521145,null
34,-3.1877004287386246,55.943019918521145,170,-3.1879958710645284,55.94307201297445,null
35,-3.1879958710645284,55.94307201297445,180,-3.1882958710645286,55.94307201297445,null
36,-3.1882958710645286,55.94307201297445,170,-3.1885913133904324,55.94312410742775,groups.ideas.script
37,-3.1885913133904324,55.94312410742775,190,-3.1888867557163363,55.94307201297445,null
38,-3.1888867557163363,55.94307201297445,190,-3.18918219804224,55.943019918521145,region.passes.pencil
39,-3.18918219804224,55.943019918521145,130,-3.189375034325146,55.94324973185408,rents.cone.stove
40,-3.189375034325146,55.94324973185408,110,-3.1894776403681435,55.94353163964032,null
41,-3.1894776403681435,55.94353163964032,120,-3.1896276403681436,55.943791447261454,burn.spot.across
42,-3.1896276403681436,55.943791447261454,120,-3.1897776403681437,55.94405125488259,cliff.asleep.wedge
